m,TagName,
"2025-01-01 00:00:00","c","317"
"2025-01-01 00:00:00","c#","991"
"2025-01-01 00:00:00","c++","646"
"2025-01-01 00:00:00","delphi","53"
"2025-01-01 00:00:00","go","129"
"2025-01-01 00:00:00","java","927"
"2025-01-01 00:00:00","javascript","1145"
"2025-01-01 00:00:00","perl","24"
"2025-01-01 00:00:00","php","435"
"2025-01-01 00:00:00","python","2169"
"2025-01-01 00:00:00","r","489"
"2025-01-01 00:00:00","ruby","47"
"2025-01-01 00:00:00","swift","287"
"2025-02-01 00:00:00","assembly","54"
"2025-02-01 00:00:00","c","268"
"2025-02-01 00:00:00","c#","850"
"2025-02-01 00:00:00","c++","560"
"2025-02-01 00:00:00","delphi","53"
"2025-02-01 00:00:00","go","89"
"2025-02-01 00:00:00","java","759"
"2025-02-01 00:00:00","javascript","911"
"2025-02-01 00:00:00","perl","15"
"2025-02-01 00:00:00","php","300"
"2025-02-01 00:00:00","python","1809"
"2025-02-01 00:00:00","r","465"
"2025-02-01 00:00:00","ruby","46"
"2025-02-01 00:00:00","swift","257"
"2025-03-01 00:00:00","assembly","52"
"2025-03-01 00:00:00","c","303"
"2025-03-01 00:00:00","c#","799"
"2025-03-01 00:00:00","c++","649"
"2025-03-01 00:00:00","delphi","52"
"2025-03-01 00:00:00","go","89"
"2025-03-01 00:00:00","java","722"
"2025-03-01 00:00:00","javascript","890"
"2025-03-01 00:00:00","perl","16"
"2025-03-01 00:00:00","php","302"
"2025-03-01 00:00:00","python","1852"
"2025-03-01 00:00:00","r","465"
"2025-03-01 00:00:00","ruby","42"
"2025-03-01 00:00:00","swift","246"
"2025-04-01 00:00:00","assembly","46"
"2025-04-01 00:00:00","c","197"
"2025-04-01 00:00:00","c#","558"
"2025-04-01 00:00:00","c++","482"
"2025-04-01 00:00:00","delphi","34"
"2025-04-01 00:00:00","go","59"
"2025-04-01 00:00:00","java","647"
"2025-04-01 00:00:00","javascript","629"
"2025-04-01 00:00:00","perl","15"
"2025-04-01 00:00:00","php","213"
"2025-04-01 00:00:00","python","1474"
"2025-04-01 00:00:00","r","375"
"2025-04-01 00:00:00","ruby","30"
"2025-04-01 00:00:00","swift","184"
"2025-05-01 00:00:00","assembly","34"
"2025-05-01 00:00:00","c","198"
"2025-05-01 00:00:00","c#","520"
"2025-05-01 00:00:00","c++","443"
"2025-05-01 00:00:00","delphi","34"
"2025-05-01 00:00:00","go","53"
"2025-05-01 00:00:00","java","588"
"2025-05-01 00:00:00","javascript","599"
"2025-05-01 00:00:00","perl","16"
"2025-05-01 00:00:00","php","222"
"2025-05-01 00:00:00","python","1352"
"2025-05-01 00:00:00","r","272"
"2025-05-01 00:00:00","ruby","28"
"2025-05-01 00:00:00","swift","187"
"2025-06-01 00:00:00","assembly","35"
"2025-06-01 00:00:00","c","173"
"2025-06-01 00:00:00","c#","446"
"2025-06-01 00:00:00","c++","390"
"2025-06-01 00:00:00","delphi","33"
"2025-06-01 00:00:00","go","48"
"2025-06-01 00:00:00","java","410"
"2025-06-01 00:00:00","javascript","452"
"2025-06-01 00:00:00","perl","15"
"2025-06-01 00:00:00","php","160"
"2025-06-01 00:00:00","python","1015"
"2025-06-01 00:00:00","r","249"
"2025-06-01 00:00:00","ruby","25"
"2025-06-01 00:00:00","swift","137"
"2025-07-01 00:00:00","assembly","34"
"2025-07-01 00:00:00","c","147"
"2025-07-01 00:00:00","c#","411"
"2025-07-01 00:00:00","c++","337"
"2025-07-01 00:00:00","delphi","28"
"2025-07-01 00:00:00","go","17"
"2025-07-01 00:00:00","java","378"
"2025-07-01 00:00:00","javascript","424"
"2025-07-01 00:00:00","perl","15"
"2025-07-01 00:00:00","php","102"
"2025-07-01 00:00:00","python","938"
"2025-07-01 00:00:00","r","204"
"2025-07-01 00:00:00","ruby","13"
"2025-07-01 00:00:00","swift","148"
"2025-08-01 00:00:00","assembly","22"
"2025-08-01 00:00:00","c","120"
"2025-08-01 00:00:00","c#","315"
"2025-08-01 00:00:00","c++","290"
"2025-08-01 00:00:00","delphi","34"
"2025-08-01 00:00:00","go","40"
"2025-08-01 00:00:00","java","274"
"2025-08-01 00:00:00","javascript","284"
"2025-08-01 00:00:00","perl","5"
"2025-08-01 00:00:00","php","82"
"2025-08-01 00:00:00","python","707"
"2025-08-01 00:00:00","r","156"
"2025-08-01 00:00:00","ruby","16"
"2025-08-01 00:00:00","swift","88"
"2025-09-01 00:00:00","assembly","22"
"2025-09-01 00:00:00","c","123"
"2025-09-01 00:00:00","c#","283"
"2025-09-01 00:00:00","c++","248"
"2025-09-01 00:00:00","delphi","21"
"2025-09-01 00:00:00","go","33"
"2025-09-01 00:00:00","java","294"
"2025-09-01 00:00:00","javascript","283"
"2025-09-01 00:00:00","perl","9"
"2025-09-01 00:00:00","php","109"
"2025-09-01 00:00:00","python","672"
"2025-09-01 00:00:00","r","148"
"2025-09-01 00:00:00","ruby","13"
"2025-09-01 00:00:00","swift","120"
"2025-10-01 00:00:00","assembly","40"
"2025-10-01 00:00:00","c","117"
"2025-10-01 00:00:00","c#","281"
"2025-10-01 00:00:00","c++","229"
"2025-10-01 00:00:00","delphi","22"
"2025-10-01 00:00:00","go","32"
"2025-10-01 00:00:00","java","259"
"2025-10-01 00:00:00","javascript","259"
"2025-10-01 00:00:00","perl","7"
"2025-10-01 00:00:00","php","92"
"2025-10-01 00:00:00","python","632"
"2025-10-01 00:00:00","r","183"
"2025-10-01 00:00:00","ruby","10"
"2025-10-01 00:00:00","swift","128"
"2025-11-01 00:00:00","assembly","17"
"2025-11-01 00:00:00","c","101"
"2025-11-01 00:00:00","c#","247"
"2025-11-01 00:00:00","c++","208"
"2025-11-01 00:00:00","delphi","14"
"2025-11-01 00:00:00","go","28"
"2025-11-01 00:00:00","java","241"
"2025-11-01 00:00:00","javascript","213"
"2025-11-01 00:00:00","perl","2"
"2025-11-01 00:00:00","php","78"
"2025-11-01 00:00:00","python","519"
"2025-11-01 00:00:00","r","129"
"2025-11-01 00:00:00","ruby","9"
"2025-11-01 00:00:00","swift","102"
"2025-12-01 00:00:00","assembly","19"
"2025-12-01 00:00:00","c","67"
"2025-12-01 00:00:00","c#","191"
"2025-12-01 00:00:00","c++","150"
"2025-12-01 00:00:00","delphi","16"
"2025-12-01 00:00:00","go","20"
"2025-12-01 00:00:00","java","187"
"2025-12-01 00:00:00","javascript","150"
"2025-12-01 00:00:00","perl","6"
"2025-12-01 00:00:00","php","53"
"2025-12-01 00:00:00","python","407"
"2025-12-01 00:00:00","r","98"
"2025-12-01 00:00:00","ruby","6"
"2025-12-01 00:00:00","swift","88"
"2026-01-01 00:00:00","assembly","19"
"2026-01-01 00:00:00","c","82"
"2026-01-01 00:00:00","c#","154"
"2026-01-01 00:00:00","c++","144"
"2026-01-01 00:00:00","delphi","19"
"2026-01-01 00:00:00","go","24"
"2026-01-01 00:00:00","java","156"
"2026-01-01 00:00:00","javascript","163"
"2026-01-01 00:00:00","perl","4"
"2026-01-01 00:00:00","php","44"
"2026-01-01 00:00:00","python","348"
"2026-01-01 00:00:00","r","67"
"2026-01-01 00:00:00","ruby","7"
"2026-01-01 00:00:00","swift","62"
"2026-02-01 00:00:00","assembly","11"
"2026-02-01 00:00:00","c","57"
"2026-02-01 00:00:00","c#","137"
"2026-02-01 00:00:00","c++","123"
"2026-02-01 00:00:00","delphi","17"
"2026-02-01 00:00:00","go","9"
"2026-02-01 00:00:00","java","114"
"2026-02-01 00:00:00","javascript","85"
"2026-02-01 00:00:00","perl","7"
"2026-02-01 00:00:00","php","35"
"2026-02-01 00:00:00","python","262"
"2026-02-01 00:00:00","r","79"
"2026-02-01 00:00:00","ruby","3"
"2026-02-01 00:00:00","swift","66"
"2026-03-01 00:00:00","assembly","14"
"2026-03-01 00:00:00","c","62"
"2026-03-01 00:00:00","c#","98"
"2026-03-01 00:00:00","c++","114"
"2026-03-01 00:00:00","delphi","5"
"2026-03-01 00:00:00","go","7"
"2026-03-01 00:00:00","java","91"
"2026-03-01 00:00:00","javascript","93"
"2026-03-01 00:00:00","perl","4"
"2026-03-01 00:00:00","php","38"
"2026-03-01 00:00:00","python","224"
"2026-03-01 00:00:00","r","55"
"2026-03-01 00:00:00","ruby","8"
"2026-03-01 00:00:00","swift","35"
"2026-04-01 00:00:00","assembly","12"
"2026-04-01 00:00:00","c","48"
"2026-04-01 00:00:00","c#","99"
"2026-04-01 00:00:00","c++","102"
"2026-04-01 00:00:00","delphi","5"
"2026-04-01 00:00:00","go","6"
"2026-04-01 00:00:00","java","90"
"2026-04-01 00:00:00","javascript","111"
"2026-04-01 00:00:00","perl","10"
"2026-04-01 00:00:00","php","30"
"2026-04-01 00:00:00","python","204"
"2026-04-01 00:00:00","r","67"
"2026-04-01 00:00:00","ruby","1"
"2026-04-01 00:00:00","swift","37"
